brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,turbo,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,price,avg_mpg,car_age,reliability_rating
Ford,Explorer ST,2021,45701,3.0L V6 24V GDI DOHC Twin Turbo,3,10-Speed Automatic,1,Gasoline,Four-wheel Drive,18,24,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,46290,21,4,71
Honda,Civic Sport,2021,40460,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,29,37,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,28988,33,4,86
Kia,Optima EX,2015,63642,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,23,30,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,13384,26.5,10,83
Mazda,CX-30 Select,2021,39531,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,20,26,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,23865,23,4,81
Alfa,Romeo Stelvio Sprint,2022,11022,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,20.92617980490377,27.91642499340891,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,42900,24.42130239915634,3,
Mercedes-Benz,C-Class C 300 4MATIC,2017,51345,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic,1,Gasoline,Four-wheel Drive,14,20,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,31998,17,8,77
Lexus,LS 460 Base,2007,146847,4.6L V8 32V PDI DOHC,4.6,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,20,28,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,11196,24,18,
BMW,X7 xDrive40i,2020,64832,"3L I-6 gasoline direct injection, DOHC, Double VANOS variable va",3,Automatic,1,Gasoline,Four-wheel Drive,20,25,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,51300,22.5,5,71
Land,Rover Range Rover P525 HSE,2020,29908,Intercooled Supercharger Premium Unleaded V-8 5.0 L/305,5,Automatic,1,Gasoline,Four-wheel Drive,17,24,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,80977,20.5,5,
FIAT,124 Spider Abarth,2019,12147,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,26,35,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,28988,30.5,6,
Chevrolet,Suburban 1500 LT,2012,138473,5.3L V8 16V MPFI OHV Flexible Fuel,5.3,6-Speed Automatic,1,E85 Flex Fuel,Four-wheel Drive,15,21,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,15000,18,13,81
Toyota,Highlander Limited,2014,100357,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,18,24,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,19900,21,11,78
Jaguar,XF S,2018,28069,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,15,22,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,41775,18.5,7,
Maserati,Ghibli S Q4,2019,24820,3.0L V6,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,14,20,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,37550,17,6,
Chevrolet,Tahoe Police,2015,81306,5.3L V8 16V GDI OHV Flexible Fuel,5.3,6-Speed Automatic,1,E85 Flex Fuel,Four-wheel Drive,16,22,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,22795,19,10,71
Nissan,Rogue Select S,2014,95899,2.5L I4 16V MPFI DOHC,2.5,Automatic CVT,1,Gasoline,Front-wheel Drive,21,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11995,24.5,11,74
Suzuki,SX4 LE,2013,113900,2.0L I4 16V MPFI DOHC,2,6-Speed Manual,0,Gasoline,Front-wheel Drive,19,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5995,21,12,
Kia,Forte FE,2019,138759,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,19,24,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,12995,21.5,6,
Mitsubishi,Outlander Sport 2.4 SE,2018,71543,"2.4L I-4 DOHC, MIVEC variable valve control, engine with 168HP",2.4,Automatic,1,Gasoline,Four-wheel Drive,25,26,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,17255,25.5,7,82
Mitsubishi,Outlander SE,2020,63160,2.4L I4 16V MPFI SOHC,2.4,Automatic CVT,1,Gasoline,Front-wheel Drive,24,29,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,20779,26.5,5,
Maserati,Levante Base,2021,19067,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,22,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,53411,19,4,
Land,Rover Range Rover Autobiography,2023,6012,4.4L V8 32V GDI DOHC Twin Turbo,4.4,Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,195993,24.42130239915634,2,
Alfa,Romeo Stelvio Base,2020,23577,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,28,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,37990,25,5,
FIAT,500X Trekking Plus,2019,36714,1.3L I4 16V GDI SOHC Turbo,1.3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,24,30,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,23995,27,6,
Mercedes-Benz,GLS 450 4MATIC,2021,22265,3.0L I6 24V GDI DOHC Turbo,3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,18,26,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,71987,22,4,67
Land,Rover Defender 110 X-Dynamic SE,2023,5760,3.0L I6 24V GDI DOHC Turbo,3,Automatic,1,Gasoline,Four-wheel Drive,16,21,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,83996,18.5,2,
Chevrolet,Malibu 1LS,2015,101847,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,25,36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12200,30.5,10,92
Mitsubishi,Outlander SEL,2020,61850,2.4L I4 16V MPFI SOHC,2.4,Automatic CVT,1,Gasoline,Front-wheel Drive,24,30,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,20200,27,5,
Land,Rover Discovery HSE,2017,79614,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,24,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,27799,21.5,8,
MINI,Cooper Countryman Base,2011,134562,1.6L I4 16V MPFI DOHC,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,24,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8000,26.5,14,
Mitsubishi,Lancer LE,2017,120101,"2L I-4 DOHC, MIVEC variable valve control, engine with 148HP",2,Automatic,1,Gasoline,Front-wheel Drive,25,28,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,9900,26.5,8,
Ford,Transit-350 XL,2021,67420,3.5L V6 24V PDI DOHC Flexible Fuel,3.5,10-Speed Automatic,1,E85 Flex Fuel,Rear-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,47218,24.42130239915634,4,
FIAT,500 Lounge,2012,63438,1.4L I4 16V MPFI SOHC,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,30,38,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,12998,34,13,61
Toyota,FJ Cruiser Base,2013,57779,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Four-wheel Drive,17,20,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,40000,18.5,12,
Alfa,Romeo Stelvio Base,2019,23054,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,28,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,28999,25,6,
Jeep,Grand Cherokee L Laredo,2022,46095,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,13,18,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,39995,15.5,3,
Nissan,370Z Touring,2018,40642,3.7L V6 24V MPFI DOHC,3.7,7-Speed Automatic,1,Gasoline,Rear-wheel Drive,27,39,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,33995,33,7,
Lexus,RX 350L Base,2020,24109,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,44950,22.5,5,91
MINI,Convertible Cooper,2015,75820,1.6L I4 16V MPFI DOHC,1.6,6-Speed Manual,0,Gasoline,Front-wheel Drive,28,38,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,13999,33,10,
Jaguar,E-PACE R-Dynamic S,2019,33276,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,31800,24.42130239915634,6,
Volvo,XC40 T5 R-Design,2020,33412,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,36000,22.5,5,76
Maserati,Levante S,2020,52240,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,39671,24.42130239915634,5,
Nissan,Armada Platinum,2017,50007,5.6L V8 32V GDI DOHC,5.6,7-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,28977,22.5,8,79
Ford,F-150 XL,2020,33351,2.7L V6 24V PDI DOHC Twin Turbo,2.7,Automatic,1,Gasoline,Four-wheel Drive,18,23,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,36795,20.5,5,78
Volvo,XC40 T5 Momentum,2019,59065,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,27,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,26745,24,6,
Lexus,LX 570 Base,2017,86840,5.7L V8 32V MPFI DOHC,5.7,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,59988,24.42130239915634,8,
Mercedes-Benz,AMG GLS 63 Base 4MATIC,2019,67669,5.5L V8 32V GDI DOHC Twin Turbo,5.5,7-Speed Automatic,1,Gasoline,Four-wheel Drive,16,22,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,68560,19,6,
Hyundai,Santa Fe SEL 2.0T,2020,48816,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,26951,24.42130239915634,5,
Alfa,Romeo 4C Base,2017,25778,1.7L I4 16V MPFI DOHC Turbo,1.7,6-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,22,28,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,53555,25,8,
Kia,Telluride SX,2022,25167,3.8L V6 24V GDI DOHC,3.8,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,24,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,50987,21.5,3,85
Toyota,Camry SE,2020,81712,2.5L I4 16V PDI DOHC,2.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,25,34,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,22987,29.5,5,82
Land,Rover LR4 HSE,2015,106110,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,14,19,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,19888,16.5,10,
Mercedes-Benz,C-Class C 300 4MATIC,2019,7768,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,39877,24.42130239915634,6,76
Jeep,Gladiator Overland,2021,23113,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,25,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,47000,21.5,4,84
Hyundai,Elantra SEL,2018,84250,2.0L I4 16V MPFI DOHC,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,26,33,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,13358,29.5,7,84
Mercedes-Benz,AMG E 63 S 4MATIC,2020,46955,4.0L V8 32V GDI DOHC Twin Turbo,4,9-Speed Automatic,1,Gasoline,Four-wheel Drive,14,21,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,80495,17.5,5,
Jeep,Grand Cherokee L Laredo,2022,2963,3.6L V6 24V MPFI DOHC,3.6,Automatic,1,Gasoline,Four-wheel Drive,21,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44290,25,3,
Audi,Q7 3.0T Premium Plus,2017,82593,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,25,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,28900,22,8,72
MINI,Hardtop Cooper S,2020,29375,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,23,32,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,20985,27.5,5,
Kia,Sedona SX,2015,78181,3.3L V6 24V GDI DOHC,3.3,6-Speed Automatic,1,Gasoline,Front-wheel Drive,29,37,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,15899,33,10,76
Honda,Pilot EX-L,2022,32368,3.5L V6 24V GDI SOHC,3.5,9-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,37400,22.5,3,81
Nissan,Sentra SR,2013,67421,1.8L I4 16V MPFI DOHC,1.8,Automatic CVT,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10900,24.42130239915634,12,75
Chevrolet,Express 1500 Work Van,2006,116010,4.3L V6 12V MPFI OHV,4.3,4-Speed Automatic,1,Gasoline,Rear-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12591,24.42130239915634,19,
Chevrolet,Tahoe LT,2019,77103,5.3L V8 16V GDI OHV,5.3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,36982,18,6,78
MINI,Cooper S Countryman Base,2011,102366,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,23,30,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9999,26.5,14,
Kia,Carnival SX Prestige,2023,10313,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,24,32,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,43541,28,2,80
Hyundai,Tucson SE,2020,29194,2.0L I4 16V GDI DOHC,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,19,24,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,22499,21.5,5,85
Mercedes-Benz,S-Class S 450 4MATIC,2019,50171,3.0L V6 24V GDI DOHC Twin Turbo,3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,17,26,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,45995,21.5,6,84
Mitsubishi,Mirage G4 SE,2021,24336,1.2L I3,1.2,CVT,0,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,14995,24.42130239915634,4,
MINI,E Countryman Cooper S ALL4,2019,36706,1.5L I3 12V GDI DOHC Turbo Hybrid,1.5,6-Speed Automatic,1,Hybrid,Four-wheel Drive,28,35,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,27696,31.5,6,
Kia,Sorento Hybrid S,2022,22571,1.6L I4 16V GDI DOHC Turbo Hybrid,1.6,6-Speed Automatic,1,Hybrid,Front-wheel Drive,23,34,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,34798,28.5,3,83
Mercedes-Benz,S-Class S 550 4MATIC,2012,124467,4.7L V8 32V GDI DOHC Twin Turbo,4.7,7-Speed Automatic,1,Gasoline,Four-wheel Drive,19,24,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,17491,21.5,13,
MINI,Cooper Base,2010,79819,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,1.6,6-Speed A/T,0,Gasoline,Front-wheel Drive,23,32,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,8500,27.5,15,
Jeep,Grand Cherokee Laredo,2023,2629,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,21,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,43400,18.5,2,
MINI,Countryman Cooper S,2015,50050,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,26,35,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,15998,30.5,10,
Mercedes-Benz,GLC 300 Base,2020,58344,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,31,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,30251,26.5,5,
Audi,R8 5.2 quattro Plus,2018,13404,5.2L V10 40V PDI DOHC,5.2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,14,22,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,164995,18,7,
MINI,Cooper S Countryman Base,2012,54861,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Manual,0,Gasoline,Front-wheel Drive,29,37,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,13248,33,13,
FIAT,500X Trekking,2018,82513,2.4L I4 16V MPFI SOHC,2.4,9-Speed Automatic,1,Gasoline,Front-wheel Drive,22,30,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,17682,26,7,
Nissan,Maxima 3.5 SL,2018,97010,"VQ 3.5L V-6 DOHC, variable valve control, engine with 300HP",3.5,Automatic,1,Gasoline,Front-wheel Drive,20,28,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,17995,24,7,
BMW,328 Gran Turismo i xDrive,2015,65816,2.0L I4 16V GDI DOHC Turbo,2,Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,20998,24.42130239915634,10,
Volvo,XC40 T5 R-Design,2020,30308,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,30,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,37551,26,5,76
Lexus,ES 350 Base,2014,36077,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,19952,24.42130239915634,11,90
Kia,Sportage LX,2022,41534,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,19795,24.42130239915634,3,88
Jaguar,F-TYPE R,2016,45462,5.0L V8 32V GDI DOHC Supercharged,5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,27,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,46489,24.5,9,
Chevrolet,Malibu 1LT,2017,109555,1.5L I4 16V GDI DOHC Turbo,1.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,27,36,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,13877,31.5,8,77
Audi,A5 2.0T Premium Plus,2018,35418,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,24,34,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,35952,29,7,
Mitsubishi,Mirage ES,2017,73952,1.2L I3 12V MPFI DOHC,1.2,Automatic CVT,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8999,24.42130239915634,8,77
Volkswagen,Atlas 3.6L SEL,2021,34245,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,23,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,36590,20.5,4,68
Maserati,GranTurismo MC,2015,33825,4.7L V8 32V MPFI DOHC,4.7,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,14,19,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,47995,16.5,10,
Honda,Pilot Touring,2023,585,3.5L V6 24V GDI DOHC,3.5,10-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,47750,24.42130239915634,2,80
Lexus,RX 350 Base,2017,64016,Regular Unleaded V-6 3.5 L/211,3.5,Automatic,1,Gasoline,Front-wheel Drive,22,28,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,29882,25,8,83
Volkswagen,Tiguan 2.0T SE,2018,74764,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,24,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,22991,21,7,69
Jeep,Grand Cherokee Altitude,2020,23992,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,21,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,33495,18.5,5,
Mercedes-Benz,G-Class G 550,2015,67710,5.5L V8 32V MPFI DOHC,5.5,7-Speed Automatic,1,Gasoline,Four-wheel Drive,25,35,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,67980,30,10,
Chevrolet,Trailblazer RS,2022,21171,1.3L I3 12V GDI DOHC Turbo,1.3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,26,30,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,26000,28,3,86
Mazda,Mazda6 i Touring,2014,82875,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,22,28,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,14995,25,11,71
Ford,Mustang GT Premium,2007,14268,4.6L V8 24V MPFI SOHC,4.6,5-Speed Manual,0,Gasoline,Rear-wheel Drive,17,25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,26000,21,18,81
Hyundai,Santa Fe XL SE,2019,52191,3.3L V6 24V GDI DOHC,3.3,6-Speed Automatic,1,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,23596,24.42130239915634,6,
Mazda,Mazda3 i Grand Touring,2015,97386,2.0L I4 16V GDI DOHC,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,26,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16995,30.5,10,79
Ford,F-150 XL,2021,27897,2.7L V6 24V PDI DOHC Twin Turbo,2.7,10-Speed Automatic,1,Gasoline,Four-wheel Drive,19,22,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,37928,20.5,4,71
Jeep,Renegade Latitude,2017,50638,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Manual,0,Gasoline,Front-wheel Drive,20.92617980490377,27.91642499340891,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,15994,24.42130239915634,8,68
Honda,CR-V EX-L,2022,13176,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,1.5,Variable,0,Gasoline,Four-wheel Drive,27,32,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,32914,29.5,3,82
Nissan,NV Cargo NV2500 HD S/SV V6/V8,2020,38576,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Rear-wheel Drive,20,30,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,38399,25,5,
Alfa,Romeo Stelvio Ti,2019,47587,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,29,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,28990,25.5,6,
Ford,F-150 XL,2010,44546,4.6L V8 16V MPFI SOHC,4.6,4-Speed Automatic,1,Gasoline,Rear-wheel Drive,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13962,17,15,81
Nissan,Armada SL 4WD,2021,68015,"Endurance 5.6L V-8 gasoline direct injection, DOHC, variable val",5.6,Automatic,1,Gasoline,Four-wheel Drive,20,25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39178,22.5,4,
Volvo,XC90 T6 Momentum,2017,75968,2.0L I4 16V GDI DOHC,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20.92617980490377,27.91642499340891,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,27995,24.42130239915634,8,61
Audi,Q3 45 S line Premium,2021,29864,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,28,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,36998,24,4,76
Nissan,Armada SL,2020,75886,5.6L V8 32V GDI DOHC,5.6,7-Speed Automatic,1,Gasoline,Four-wheel Drive,15,20,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,28974,17.5,5,
Honda,Odyssey EX,2020,25843,3.5L V6 24V GDI SOHC,3.5,10-Speed Automatic,1,Gasoline,Front-wheel Drive,19,28,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,33500,23.5,5,70
Mitsubishi,Outlander Sport 2.0 ES,2021,51695,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Four-wheel Drive,24,29,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,22998,26.5,4,
Mitsubishi,Outlander Sport SE,2021,42070,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Four-wheel Drive,23,29,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,22998,26,4,
